id,13,0,5
NtrInfoLong,(附加职业):\n当场上存在海王时，所有玩家将看到自己与海王为恋人关系，实际并不会一起殉情也不会改变胜利条件。请注意：恋人不会成为海王，海王也不会成为恋人。,"(Add-ons):\nWhen Neptune is in play, all players will see that he and Neptune are Lovers, but they won't actually die together, and Neptune can't change the win condition. Please note: Lovers will not become Neptunes and Neptune will not become Lovers","(Атрибут):\nКогда в игре будет Нептун, все игроки увидят, что они с Нептуном являются Любовниками, но на самом деле они не умрут вместе, и Нептун не может изменить условие победы. Пожалуйста, обратите внимание: Любовники не станут Нептунами, и Нептун не станет Любовником"
WatcherInfoLong,(附加职业):\n窥视者可以直接看到每个人投的票。,"(Add-ons):\nYou can see everyone's votes even if anonymous voting is on.","(Атрибут):\nНаблюдатель может видеть все цвета голосов несмотря на анонимное голосование."
FlashmanInfoLong,(附加职业):\n闪电侠的初始移动速度比其他人快。（具体速度看房主设定）请注意：由于技术限制，闪电侠同理增速者，在其他人眼中为正常速度，所以会以闪现的方式移动。,"(Add-ons):\nAt the beginning of the game, the Flash's speed is higher than that of other players. (Speed depends on settings). Please note: Flash has a high speed, but other players will see normal speed, so Flash players will ping. It is not recommended to enable it.","(Атрибут):\nВ начале игры скорость Флэша выше, чем у других игроков. (Скорость зависит от настроек). Обратите внимание: Флэш имеет высокую скорость, но другие игроки увидят нормальную скорость, поэтому игроки с Флешом будут пинговаться. Не рекомендуется включать его."
LighterInfoLong,(附加职业):\n只有船员会成为执灯人，执灯人视野范围很大且不受停电影响。,"(Add-ons):\nLighter has the same vision range as Impostors by default","(Атрибут):\nУ Фонарика по умолчанию дальность обзора такое же как и у Предателей."
SeerInfoLong,(附加职业):\n每当有玩家死亡时，灵媒会看到杀戮闪烁（红光闪一下，可能伴随警报声）。,"(Add-ons):\nWhenever someone dies, you will see a ""kill flash"".","(Атрибут):\nПровидец видит ''Вспышку Убийства'' каждый раз, когда игроки умирают."
BrakarInfoLong,(附加职业):\n放逐投票平票时，会优先驱逐破平者投票的目标。若破平者弃票且弃票数与场上票数最高玩家相同时，则优先选择跳过放逐。请注意：若多个破平者同时选择了不同的平票目标，则破平者的技能不会生效。,"(Add-ons):\nWhen a tie occurs during a vote, the player with the Tiebreaker has more vote priority than the other players, and therefore the player who the Tiebreaker voted for will be ejected in the event of a tie. Please note that if multiple players with a Tiebreaker vote for different goals at the same time in a tie, the Tiebreaker skills will not trigger","(Атрибут):\nКогда во время голосования происходит ничья, то у игрока с атрибутом Решающего приоритет голоса больше чем у остальных игроков, и поэтому при ничье будет изгнан тот, за кого проголосует игрок с атрибутом Решающего. Пожалуйста, обратите внимание: если несколько игроков с Решающим одновременно проголосуют за разные цели при ничье, навыки Решающего не сработают."
ObliviousInfoLong,(附加职业):\n侦探和清理工不会成为胆小鬼。胆小鬼无法报告尸体。请注意：胆小鬼击杀诱饵还是会自动报告，此外胆小鬼可以照常成为骇客的替罪羊。,"(Add-ons):\nOblivious can't report the body. Please note: If the player has the role of Bait and Oblivious, then Bait's ability will work normally, and he can also be the one to report the body to the Hacker. The Detective cannot become Oblivious. Otherwise, he would not be able to report on the body","(Атрибут):\nЗабывчивый не может репортить трупы. Пожалуйста, обратите внимание: Если у игрока есть роль Байта и атрибут Забывчевого то способность Байта сработает как обычно, и так же он может стать тем кто может зарепортить труп для Хакера. Детектив не может стать Забывчивым. Иначе бы он не смог зарепортить труп."
BewilderInfoLong,(附加职业):\n内鬼不会成为迷惑者。迷惑者默认拥有“较”小的视野，当迷惑者被击杀时，凶手的视野将变得跟迷惑者一样小。,"(Add-ons):\nImpostors cannot become Bewilder. The Bewilder player has a small field of view by default. When the Bewilder player is killed, the killer's field of view will become as small as the Bewilder's.","(Атрибут):\nПредатели не могут стать Сбитым с Толку. Сбитый с Толку игрок по умолчанию имеет маленькое поле зрения. Но когда Сбитый с Толку игрок будет убит, то поле зрения убийцы станет таким же маленьким, как и у Сбитого с Толку."
WorkhorseInfoLong,(附加职业)\n最先完成任务的玩家会成为加班狂，加班狂会拥有更多的任务。,"(Add-ons):\nAn Add-on granted to the first living Crewmate finishing all the tasks.\nYou are assigned additional tasks necessary for the tasks win.\nNot granted to roles with no tasks or with abilities triggered by finishing tasks.","(Атрибут):\nДополнительные задания присваиваются первому живому Члену Экипажа, который выполнит все задания. \nЕму назначаются дополнительные задания, необходимые для победы с помощью заданий. \nНе может присваиваться ролям которые не имеют заданий, или ролям со способностями которые активируются после выполнения заданий."
FoolInfoLong,(附加职业)\n内鬼和修理工不会成为蠢蛋。蠢蛋无法修复任何破坏。,"(Add-ons):\nImpostors and Repairman cannot become fools. A fool can't fix sabotages","(Атрибут):\nПредатели и Ремонтник не могут стать глупцом. Глупец не сможет чинить саботажи"
AvangerInfoLong,(附加职业)\n可以设定内鬼是否可以成为复仇者。当复仇者被击杀时（被票出以及非常规击杀不算），复仇者会随机带走一名玩家。,"(Add-ons):\nWhen the Avenger is killed, he will allow one random player to commit suicide. Depending on the settings of the Host, the Avenger can be assigned to the Impostor. \nPlease note: Avenger's skill will not trigger after he was ejected.","(Атрибут):\nКогда Мститель будет убит, Он позволит одному случайному игроку совершить самоубийство. В зависимости от настроек Хоста, Мститель может присвоиться Предателю. \nПожалуйста, обратите внимание: Навык Мстителя не сработает после того, как он будет изгнан."
YoutuberInfoLong,(附加职业)\n只有船员会成为UP主。当UP主是第一个在游戏中被击杀的玩家时，UP主会单独获得胜利，若UP主没有满足胜利条件，则UP主跟随船员阵营胜利。请注意：被放逐、被赌怪猜测等非直接击杀方式不会触发UP主的技能。,"(Add-ons):\nOnly Crewmate can become Youtubers. When a Youtuber becomes the first player to be killed in a game, they automatically win. If Youtuber does not meet the victory conditions, Youtuber will follow the team to victory. Please note: Ejected, Guessing, etc. do not activate Youtuber's skills","(Атрибут):\nТолько Члены Экипажа могут стать Ютубером. Когда Ютубер становится первым игроком, убитым в игре, то он автоматически побеждает. Если Ютубер не соответствует условиям победы, Ютубер последует за командой к победе. Пожалуйста, обратите внимание: Изгнание, Угадывание и т.д., не активируют навыки Ютубера"
EgoistInfoLong,(附加职业)\n叛徒与中立阵营不会成为利己主义者。利己主义者会抢夺自己阵营的胜利。,"(Add-ons):\nImpostors and Neutrals cannot become Egoist. Egoist will steal the victory from his own team","(Атрибут):\nПредатели и нейтралы не могут стать эгоистами. Эгоист украдет победу у своей же собственной команды"
PiperInfoLong,(附加职业)\n吹笛者会将自己附近的人的移动速度变得跟自己一样。（速度根据房主设定）,"(Add-ons):\nPiper will make the movement speed of players near him exactly the same as his own. (The speed depends on the settings of the Host)","(Атрибут):\nПайпер сделает скорость передвижения игроков рядом с ним точно такой же, как у него самого.(Скорость зависит от настроек Хоста)"
TicketsStealerInfoLong,(附加职业)\n只有除自爆兵和诡雷以外的内鬼会成为窃票者。窃票者每次击杀一个人都会增加自己本局的票数（增加数量根据房主设定，小数向下取整）。此外，窃票者额外的票是隐藏的。,"(Add-ons):\nOnly a Impostors can become a Stealer. Each time the Stealer kills a player, it increases its own number of votes in the game (the increase in votes is set according to the number of votes, and the decimal is rounded down). In addition, additional Stealer voices are hidden","(Атрибут):\nТолько Предатель может стать Похитителем. Каждый раз, когда Похититель убивает игрока, он увеличивает свое собственное количество голосов в игре (увеличение голосов устанавливается в соответствии с количеством голосов, а десятичная дробь округляется в меньшую сторону). Кроме того, дополнительные голоса Похитителя скрыты."
DualPersonalityInfoLong,(附加职业)\n中立和叛徒不会成为双重人格，计算其阵营人数时双重人格被视为两人。例如场上剩余一个内鬼和一个双重人格船员，则视为两名船员和一名内鬼，因此游戏不会结束。,"(Add-ons):\nNeutrals and Impostors cannot be with Schizophrenia. When counting the number of players on their team, the Schizophrenic counts as two players. For example: if there is one Impostors and one team with Schizophrenia left in the game, then this will be treated as two Crewmate and one Impostors, so the game will not end until the Schizophrenic is killed","(Атрибут):\nНейтралы и Предатели не могут быть с Шизофринией. При подсчете количества игроков в их команде Шизофреник рассматривает как два игрока. Например, если в игре останется один Предатель и одна команда с Шизофринией, то это будет рассматриваться как два Члена Экипажа и один Предатель, поэтому игра не закончится пока Шизофреник не будет убит."
MimicInfoLong,(附加职业)\n只有除黑手党以外的内鬼会成为宝箱怪。宝箱怪死后，其他内鬼可以在会议上收到信息。信息包含了宝箱怪生前击杀的所有人的职业。,"(Add-ons):\nOnly Impostors can become a Mimic. After the Mimic dies, the ghosts will receive a message at the meeting. The message contains the roles of everyone Mimic killed while he was alive.","(Атрибут):\nТолько Предатели могут стать Мимиком. После того как Мимик умрёт, призраки получат сообщение на собрании. Сообщение содержит роли всех кого убил Мимик пока он был жив."

# 其它 / Other long description
GMInfoLong,(房主):\n看我干啥，我只是个开局就死的冤魂，静静地吃瓜而已。,"(None):\nThe GM (Game Master) is an observer role.\nTheir presence has no effect on the game, and all players know who the GM is. The GM role will be assigned to the host, who will automatically become a ghost at the start of the game.","(Никто):\nGM (Мастер Игры) — это роль, которая наблюдает за игрой в роле призрака. \nОн не влияет на игру, и все игроки всегда знают кто Мастер Игры. Всегда назначается только хосту лобби и становится призраком в самом начале игры."

# 隐藏 / Hidden long descriptions
SunnyboyInfoLong,(中立阵营):\n阳光开朗大男孩可以通过生命面板查看他人的生命状态。阳光开朗大男孩在场时游戏不会因人数优势结束（例如内鬼人数大于船员或没有存活内鬼），游戏结束时若阳光开朗大男孩死亡，则阳光开朗大男孩跟随胜利阵营一起胜利。

## 模式选项 / Settings
DisableMeeting,禁用会议与报告尸体,Turn off Meetings,Отключить Собрания
DisableCloseDoor,禁用关门,Disable Doors sabotage,Отключить саботаж дверей
DisableSabotage,禁用破坏,Disable Sabotage,Отключить Саботаж
NoGameEnd,测试模式（游戏不结束）,NoGameEnd,Игра Не Закончится
AllowConsole,允许控制台,Console,Консоль
DebugMode,调试模式,Debug Mode,Режим отладки
SyncButtonMode,所有船员共享会议次数,SyncButtonMode,Общая кнопка встреч
RandomMapsMode,随机地图模式,RandomMapsMode,Случайная карта
SyncedButtonCount,紧急会议可用次数,Max Number of Buttons Allowed,Максимальное количество нажатий на Кнопку
AddedTheSkeld,添加骷髅舰地图,Include TheSkeld,Добавить The Skeld
AddedMIRAHQ,添加米拉总部地图,Include MIRAHQ,Добавить MIRA HQ
AddedPolus,添加波鲁斯地图,Include Polus,Добавить Polus
AddedTheAirShip,添加飞艇地图,Include TheAirShip,Добавить The Airship
AllAliveMeeting,全员存活时的会议设定,Meeting When No One is Dead,Все живые на собрании
AllAliveMeetingTime,全员存活时的会议时间,Meeting Time When No One is Dead,Время когда все живы на собрании
AdditionalEmergencyCooldown,附加紧急会议冷却时间,Additional Emergency Cooldown,Дополнительный откат Собраний
AdditionalEmergencyCooldownThreshold,适用存活人数,Applied Living Player Count,Применяемый порог Выживания
AdditionalEmergencyCooldownTime,附加冷却时间,Additional Cooldown,Дополнительный откат
LadderDeath,从梯子上下滑时有可能摔死,Fall From Ladders,Падение с Лестницы
LadderDeathChance,从梯子上摔死的概率,Fall To Death Chance,Шанс разбиться насмерть
DisableTasks,禁用指定任务,Disable Tasks,Отключить Задания
DisableSwipeCardTask,禁用刷卡任务,Disable SwipeCard Tasks,Отключить Задание ''Провести Карту''
DisableSubmitScanTask,禁用扫描任务,Disable SubmitScan Tasks,Отключить Задание ''Сканирование''
DisableUnlockSafeTask,禁用解除歧管任务,Disable UnlockSafe Tasks,Отключить Задание ''Открытие Сейфа''
DisableUploadDataTask,禁用上传数据任务,Disable UploadData Tasks,Отключить Задание ''Загрузка Данных''
DisableStartReactorTask,禁用启动反应堆任务,Disable StartReactor Tasks,Отключить Задание ''Запустить Реактор''
DisableResetBreakerTask,禁用重置反应堆任务,Disable ResetBreaker Tasks,Отключить Задание ''Рычаги(Airship)''
SuffixMode,附加标签,Suffix,Суффикс
SuffixMode.None,无,None,Ничего
SuffixMode.Version,版本,Version,Версия
SuffixMode.Streaming,直播中,Streaming,Стримит
SuffixMode.Recording,录制中,Recording,Записывает
SuffixMode.RoomHost,房主,Room Host,Хост Румы
SuffixMode.OriginalName,玩家名称,OriginalName,Настоящий Никнейм
SuffixMode.DoNotKillMe,佛祖保佑,Do not kill me,Не убивайте меня
SuffixMode.NoAndroidPlz,安卓别进,No phones,Без телефонов
SuffixModeText.DoNotKillMe,别首刀我啊啊啊,Do not kill me,Не убивайте меня
SuffixModeText.NoAndroidPlz,安卓别进求求了,No phones please,Без телефонов пожалуйста
FormatNameMode,玩家名字同步模式
FormatNameModes.None,无
FormatNameModes.Color,颜色
FormatNameModes.Snacks,随机
DisableEmojiName,禁止玩家使用表情符号作为名字, Disable Emoji in names, Отключить Эмодзи в именах
FixFirstKillCooldown,修正首刀冷却时间,Normalize First Kill Cooldown,Нормализовать откат убийства в начале Игры
GhostCanSeeOtherRoles,幽灵可见他人职业,Ghosts Can See Other Roles,Призраки могут видеть все Роли
GhostCanSeeOtherVotes,幽灵可见投票情况,Ghosts Can See Other Votes,Призраки могут видеть цвета Голосов
GhostCanSeeDeathReason,幽灵可以看见死因,Ghost Can See Cause Of Death,Призраки могут видеть Причины Смерти
GhostIgnoreTasks,幽灵没有任务,Ghosts Exempt From Tasks,Призраки игнорируют Задания
DisableTaskWin,禁用任务胜利,Disable Task Win,Отключить победу по Заданиям
HideGameSettings,隐藏游戏设置,Hide Game Settings,Скрыть настройки Игры
DIYGameSettings,显示自定义的/n消息,Enable only custom /n messages,Включить только пользовательские /n сообщения
PlayerCanSetColor,允许玩家使用/color指令,"Players can use the /color command",Игроки могут использовать команду /color
RoleOptions,职业设置,Role Options,Настройка Ролей
ModeOptions,模组设置,Mode Options,Настройка Режима
AutoStart,人满自动开始,Auto start at full lobby,Авто. запуск игры при полном лобби
DisableTOHE,切换为原版,Disable TOHE,Отключить TOHE
UnlockFPS,解锁帧数限制,Unlock FPS,Убрать ограничение FPS
AutoDisplayKillLog,结束后自动显示击杀记录,Display Killlog,Показывать убийства
AutoDisplayLastRoles,结束后自动显示上局职业,Display Last Roles,Показывать роли в прошлой игре
AutoDisplayLastResult,结束后自动显示最终结果,Auto Display Last Result,Отображать результат последней игры в чате
EnableUpMode,启用创作者保护计划（试验性）,启用创作者保护计划（试验性）,启用创作者保护计划（试验性）
KickLowLevelPlayer,踢出没有达到指定等级的玩家,Kick players lower than,Выгнать игроков с уровнем ниже
AutoKickStart,踢出催开始的人,Kick the player who writes start,Кикнуть игрока который пишет start (Только англ)
AutoKickStartTimes,踢出前警告次数,Number of warnings before kick,Количество предупреждений до кика
AutoKickStartAsBan,踢出时封禁该玩家,Block a player after they kick,Заблокировать игрока после его кика
AutoKickStopWords,踢出使用违禁词的人,Kick players who write forbidden words,Кикать игроков которые пишут запрещенные слова
AutoKickStopWordsTimes,踢出前警告次数,Number of warnings for forbidden words,Количество предупреждений за запрещенные слова
AutoKickStopWordsAsBan,踢出时封禁该玩家,Block a player after they kick,Заблокировать игрока после его кика
AutoWarnStopWords,警告使用违禁词的人,Warning to those who write forbidden words,Предупреждение тем кто пишет запрещенные слова
KickAndroidPlayer,踢出使用安卓的玩家,Kick players who entered the lobby using the phone,Кикнуть игроков которые зашли в лобби через телефон
SendCodeToQQ,允许车队姬自动群发您的房号,(Only for China)允许车队姬自动群发您的房号,(Только для Китая)允许车队姬自动群发您的房号
SendCodeMinPlayer,房间人数达到多少时群发,(Only for China)房间人数达到多少时群发,(Только для Китая)房间人数达到多少时群发
DisableVanillaRoles,禁用原版职业,Disable Vanilla Roles,Отключить ванильные Роли
VoteMode,投票相关设定,Voting Mode,Режим Голосования
WhenSkipVote,跳过投票相当于投给自己,When Skip Vote,Когда пропускаете Голосование
WhenSkipVoteIgnoreFirstMeeting,忽略首次会议,Ignore First Meeting,Игнорировать первое собрание
WhenSkipVoteIgnoreNoDeadBody,无尸体时忽略,Ignore When No DeadBody,Игнорировать когда Нет Трупов
WhenSkipVoteIgnoreEmergency,忽略紧急会议按钮,Ignore When Emergency Button,Игнорировать кнопку собраний
WhenNonVote,不投票相当于投给自己,When No Votes,Когда никто не Голосовал
Default,默认,Default,Обычное
Suicide,自杀,Suicide,Самоубийство
SelfVote,自票,Self Vote,Само Голос
Skip,跳过,Skip,Пропуск
WhenTie,平票时,When Tied Vote,Когда ничья
TieMode.Default,默认,Default,Обычное
TieMode.All,全体放逐,Eject All,Изгнать всех
TieMode.Random,随机放逐,Eject Random,Изгнать случайно
DisableDevices,禁用设备,Disable Devices,Отключить устройства
DisableSkeldDevices,禁用骷髅舰设备,Disable Skeld Devices,Отключить устройства на TheSkeld
DisableMiraHQDevices,禁用米拉总部设备,Disable MiraHQ Device,Отключить устройства на MiraHQ
DisablePolusDevices,禁用波鲁斯设备,Disable Polus Device,Отключить устройства на Polus
DisableAirshipDevices,禁用飞艇设备,Disable Airship Device,Отключить устройства на Airship
DisableSkeldAdmin,禁用管理室地图,Disable Admin,Отключить Стол Администратора
DisableMiraHQAdmin,禁用管理室地图,Disable Admin,Отключить Стол Администратора
DisablePolusAdmin,禁用管理室地图,Disable Admin,Отключить Стол Администратора
DisableAirshipCockpitAdmin,禁用飞艇(驾驶舱)管理室地图,Disable Cockpit Admin,Отключить Стол Администратора В Кабине
DisableAirshipRecordsAdmin,禁用飞艇(档案室)管理室地图,Disable Records Admin,Отключить Стол Администратора В Архиве
DisableSkeldCamera,禁用骷髅舰监控,Disable Camera,Отключить Камеры
DisablePolusCamera,禁用波鲁斯监控设备,Disable Camera,Отключить Камеры
DisableAirshipCamera,禁用飞艇监控,Disable Camera,Отключить Камеры
DisableMiraHQDoorLog,禁用米拉总部门禁记录,Disable DoorLog,Отключить Журналы
DisablePolusVital,禁用波鲁斯生命监测装置,Disable Vital,Отключить Пульсы
DisableAirshipVital,禁用飞艇生命监测装置,Disable Vital,Отключить Пульсы
IgnoreConditions,忽略条件,Ignore Conditions,Игнорируют условия
IgnoreImpostors,忽略<color=#ff1919>内鬼</color>,Ignore <color=#ff1919>Impostors</color>,Игнорируют <color=#ff1919>Предатели</color>
IgnoreNeutrals,忽略<color=#ffab1b>中立</color>,Ignore <color=#ffab1b>Neutrals</color>,Игнорируют <color=#ffab1b>Нейтралы</color>
IgnoreCrewmates,忽略<color=#8cffff>船员</color>,Ignore <color=#8cffff>Crewmates</color>,Игнорируют <color=#8cffff>Члены Экипажа</color>
IgnoreAfterAnyoneDied,忽略<color=#d9daff>幽灵</color>,Ignore After Anyone Has Died,Игнорируют умершие игроки
LightsOutSpecialSettings,停电特殊设定（飞艇地图）,Fix Lights Special Settings,Специальные настройки при отключении Света
DisableAirshipViewingDeckLightsPanel,禁用瞭望台配电箱,Disable Viewing Deck Lights Panel(Airship),Отключить починку Света на Смотровой Палубе (Airship)
DisableAirshipGapRoomLightsPanel,禁用升降机配电箱,Disable Gap Room Lights Panel(Airship),Отключить починку Света в Комнате Пролета (Airship)
DisableAirshipCargoLightsPanel,禁用货舱配电箱,Disable Cargo Lights Panel(Airship),Отключить починку Света в Грузовом Отсеке (Airship)
RandomSpawn,随机出生点,Random Spawn,Случайный спавн
AirshipAdditionalSpawn,额外出生点（飞艇地图）,Additional Spawn(Airship),Дополнительный спавн(Airship)
CommsCamouflage,通信破坏时小黑人（有Bug慎开）,Camouflage During Comms,Камуфляж при Саботаже Связи
DisableReportWhenCC,小黑人时禁止报告尸体,Disable body report in camouflage,Запретить репортить трупы при Камуфляже
EnableDebugMode,开启调试模式,Enable Debug Mode,Включить режим отладки
ChangeNameToRoleInfo,首次会议替换玩家名字为介绍,Show Role Descriptions to Unmodded Client,Показать описания Ролей игрокам играющие без Мода
RoleAssigningAlgorithm,职业分配算法,Role Assigning Algorithm,Алгоритм назначения Ролей
RoleAssigningAlgorithm.Default,默认随机算法,Default,По Умолчанию
RoleAssigningAlgorithm.NetRandom,.NET系统随机算法,.NET System.Random,Случайный
RoleAssigningAlgorithm.HashRandom,哈希随机算法,HashRandom,HashRandom
RoleAssigningAlgorithm.Xorshift,Xorshift随机算法,Xorshift,Xorshift
RoleAssigningAlgorithm.MersenneTwister,Twister随机算法,MersenneTwister,MersenneTwister
AirShipVariableElectrical,电气室门随机关闭（飞艇地图）,Variable Electrical(AirShip),Двери в Электрощитовой меняются случайно (Airship)
ApplyDenyNameList,踢出使用违规昵称的玩家,Apply DenyName List,Применить файл запрещённых имён (DenyName)
KickPlayerFriendCodeNotExist,踢出没有登录的玩家,Kick players whose Friend Code does not exist,Кикнуть игроков у которых нет Кода Друга
ApplyBanList,踢出被封禁的玩家,Apply BanList,Применить файл с забаненными игроками (BanList)
EndWhenPlayerBug,当有玩家因Bug无法游戏时终止游戏,"End the game when any player has a critical error",Завершить игру когда у любого игрока возникла критическая ошибка
KillFlashDuration,击杀闪烁持续时间,"''Kill Flash'' Duration","Длительность ''Вспышки Убийства''"
ConfirmEjectionsMode,驱逐确认模式,Confirm Ejections Mode,Режим: Показать роли изгнаных
ConfirmEjections.None,不确认,None,Ничего
ConfirmEjections.Team,确认阵营,Team,Команду
ConfirmEjections.Role,确认职业,Role,Роль
ShowImpRemainOnEject,驱逐确认时显示剩余<color=#ff1919>内鬼</color>数量,Show remaining <color=#ff1919>Impostors</color> after ejected,Отображать оставшихся <color=#ff1919>Предателей</color> при изгнании
ShowNKRemainOnEject,同时显示剩余邪恶<color=#ffab1b>中立</color>数量,Show remaining <color=#ffab1b>Neutral Killers</color> after ejected,Отображать оставшихся <color=#ffab1b>Нейтральных Убийц</color> при изгнании
Ban,封禁,Ban,Забанить
Kick,踢出,Kick,Кикнуть
NoticeMe,通知我,Notify me,Уведомить меня
NoticeEveryone,通知所有人（除了它）,Notify everyone,Уведомить всех
CheatResponses,检测到外挂时,When a breach is discovered,Когда обнаружен взлом
NeutralRoleWinTogether,同种职业<color=#ffab1b>中立</color>玩家共同胜利,<color=#ffab1b>Neutrals</color> win togeter,<color=#ffab1b>Нейтральные</color> побеждают
NeutralWinTogether,全体<color=#ffab1b>中立</color>阵营玩家共同胜利,All <color=#ffab1b>Neutrals</color> win togeter,Все <color=#ffab1b>Нейтральные</color> побеждают
MenuTitle.Disable,★ 禁用相关设定,★Disable★,★Отключить★
MenuTitle.Sabotage,★ 破坏相关设定,★Sabotage★,★Саботаж★
MenuTitle.Meeting,★ 会议相关设定,★Meeting★,★Собрание★
MenuTitle.Ghost,★ 幽灵相关设定,★Ghost★,★Призраки★
MenuTitle.Other,★ 其它设定,★Different★,★Другое★
MenuTitle.Ejections,★ 驱逐相关设定,★Ejection★,★Выбрасивание★
ShieldPersonDiedFirst,首刀保护（仅限被杀）,Shield for the person who got killed first in last game,Щит для первого убитого в прошлой игре

## 详细设定 / Advanced Settings
Cooldown,冷却时间,Cooldown,Откат
KillCooldown,击杀冷却时间,Kill Cooldown,Откат убийства
VentCooldown,使用通风管道冷却时间,Vent Cooldown,Откат Вентиляции
CanVent,可以使用通风管道,Can Vent,Может использовать Вентиляцию
ImpostorVision,拥有<color=#ff1919>内鬼</color>视野,<color=#ff1919>Impostor</color> Vision,Имеет дальность Обзора <color=#ff1919>Предателя</color>
CanUseSabotage,可以破坏,Can Sabotage,Может использовать Саботаж
NeutralRolesMinPlayer,<color=#ffab1b>中立阵营</color>玩家数量下限,Minimum number of <color=#ffab1b>neutral</color> roles,Минимальное количество <color=#ffab1b>нейтральных</color> ролей
NeutralRolesMaxPlayer,<color=#ffab1b>中立阵营</color>玩家数量上限,Maximum number of <color=#ffab1b>neutral</color> roles,Максимальное количество <color=#ffab1b>нейтральных</color> ролей
ImpKnowAlliesRole,<color=#ff1919>内鬼</color>知道队友的职业,<color=#ff1919>Impostor</color> may know the roles of other <color=#ff1919>impostors</color>,<color=#ff1919>Предатель</color> может знать роли других <color=#ff1919>Предателей</color>
WarlockCanKillAllies,可以击杀<color=#ff1919>内鬼</color>,Can kill Crewmate,Может убивать Членов Экипажа
WarlockCanKillSelf,可以击杀自己,Can kill Self,Может убить себя
EGCanGuessImp,可以猜测<color=#ff1919>内鬼</color>,Can Guess role <color=#ff1919>Impostors</color>,Может угадывать роли <color=#ff1919>Предателей</color>
GGCanGuessCrew,可以猜测<color=#8cffff>船员</color>,Can Guess role <color=#8cffff>Crewmate</color>,Может угадывать роли <color=#8cffff>Членов Экипажа</color>
EGCanGuessAdt,可以猜测附加职业,Can Guess Add-ons,Может угадывать Атрибуты
EGCanGuessTaskDoneSnitch,可以猜测完成任务的<color=#b8fb4f>告密者</color>
GGCanGuessAdt,可以猜测附加职业,Can Guess Add-ons,Может угадывать Атрибуты
GuesserCanGuessTimes,每次会议猜测次数上限,Maximum number of guesses,Максимальное количество угадываний
GuesserTryHideMsg,尝试混淆赌怪指令（试验性）,Can confuse players in guessing (Experiment),Может запутать игроков в угадывании (Эксперимент)
BountyTargetChangeTime,赏金目标切换时间,Time Until Target Swaps,Время смены цели
BountySuccessKillCooldown,击杀赏金目标的奖励冷却时间,Kill Cooldown After Killing Bounty,Перезарядка после убийства цели
BountyFailureKillCooldown,击杀赏金目标以外玩家的惩罚冷却时间,Kill Cooldown After Killing Others,Перезарядка после обычного Убийства
BountyShowTargetArrow,显示指向目标的箭头,Bounty hunter show arrow pointing to target,Показывать стрелку указывающую на Цель
DefaultShapeshiftCooldown,默认变形冷却时间,Default Shapeshift Cooldown,Обычная перезарядка Оборотня
ShapeshiftDuration,变形持续时间,Shapeshift duration,Продолжительность морфа
ShapeshiftCooldown,变形冷却时间,Shapeshift cooldown,Откат морфа
VampireKillDelay,吸血目标延迟死亡时间,Kill Delay(S),Длительность укуса(Секунды)
MareAddSpeedInLightsOut,熄灯时的额外速度,Mare Add Player Add Speed In Lights Out,Скорость Ночного при Саботаже Света
MareKillCooldownInLightsOut,熄灯时的击杀冷却时间,Kill Cooldown During Fix Lights,Откат убийства Ночного при Саботаже Света
SabotageMasterSkillLimit,修理技能次数上限,Ability Use Count(Excluding Doors),Лимит способности (Кроме открытия дверей)
LuckeyProbability,触发挡伤的概率,Probability of staying alive,Вероятность остаться в живых
SabotageMasterFixesDoors,打开多扇关闭的门,Can Open Multiple Doors,Может открыть все двери
SabotageMasterFixesReactors,秒修核反应堆,Can Fix Both Reactors,Может починить саботаж Реактора
SabotageMasterFixesOxygens,秒修氧气破坏,Can Fix Both O2,Может починить саботаж O2
SabotageMasterFixesCommunications,秒修通讯破坏（米拉总部地图）,Can Fix Both Comms In MIRA HQ,Может починить саботаж Связи на MiraHQ
SabotageMasterFixesElectrical,秒修照明破坏,Can Fix Lights With One Switch,Может починить саботаж Света одним кликом
SheriffCanKill%role%,可以执法%role%,Can Kill %role%,Может убить %role%
SheriffCanKillNeutrals,可以执法<color=#ffaa1b>中立阵营</color>,Can Kill <color=#ffaa1b>Neutrals</color>,Может убить <color=#ffaa1b>Нейтралов</color>
SheriffCanKillAll,<color=#00fefe>开启</color>,<color=#00fefe>All ON</color>,<color=#00fefe>Все ВКЛ</color>
SheriffCanKillNone,<color=#ff4c6f>关闭</color>,<color=#ff4c6f>OFF</color>,<color=#ff4c6f>ВЫКЛ</color>
SheriffCanKillSeparately,单独设定,Individual Settings,Выбрать кого
In%team%,(%team%阵营),(Team %team%),(Команда %team%)
SheriffMisfireKillsTarget,误杀好人的同时击杀目标,Misfire Kills Target,Шериф убивает цель вместе с собой
SheriffShotLimit,执法次数上限,Ammo,Количество выстрелов
SheriffCanKillAllAlive,全员存活时可以执法,Can Kill With All Alive,Может убить всех живых
SheriffCanKillMadmate,可以执法<color=#ff1919>叛徒</color>,Can Kill <color=#ff1919>Madmate</color>,Может убить <color=#ff1919>Безумцев</color>
DoctorTaskCompletedBatteryCharge,每次完成任务增加的设备充能数,Battery Duration,Длительность батарейки
SnitchEnableTargetArrow,完成任务后显示箭头指向所有目标,Can See Arrow To Target,Может видеть стрелку цели
