"id","0","11","13","14","5","2","3"
"DisableTaskWin","Disable Task Win","タスク勝利を無効化","禁用任务胜利","禁用任務勝利","Отключить победу по заданиям","Desativar Vitória por Tarefas",""
"HideGameSettings","Hide Game Settings","ゲーム設定を隠す","隐藏游戏设置","隱藏遊戲設定","Скрыть настройки Игры","Esconder Configurações",""
"RoleOptions","Role Options","役職設定","职业设置","職業設定","Настройка Ролей","Opções de Classe",""
"ModeOptions","Mode Options","モード設定","模组设置","模式設定","Настройка режима","Opções de Modos",""
"AutoDisplayLastResult","Auto Display Last Result","自動的に試合結果を表示","自动显示最终结果","自動顯示上一回合結果","Отображать результат последней игры в чате","Mostrar Ultimo Resultado",""
"AutoDisplayKillLog","Auto Display Kill Log","自動的にキルログを表示","自动显示击杀日志","自動顯示擊殺紀錄","Отображать историю убийств в чате","Mostrar Log de Mortes Automaticamente",""
"VoteMode","Voting Mode","投票モード","投票相关设定","投票設定","Режим голосования","Modo de Votação",""
"WhenSkipVote","When Skip Vote","スキップ時","跳过投票相当于投给自己","當跳過投票時","Когда пропускаете Голосование","Quando Pular Voto",""
"WhenSkipVoteIgnoreFirstMeeting","Ignore First Meeting","初回会議を除く","忽略首次会议","忽略首次會議","Игнорировать первое собрание","Ignorar Primeira Reunião",""
"WhenSkipVoteIgnoreNoDeadBody","Ignore When No DeadBody","死体がない時を除く","无尸体时忽略","沒有屍體時無法選擇","Игнорировать когда Нет Трупов","Ignorar Se Não Tiver Corpo",""
"WhenSkipVoteIgnoreEmergency","Ignore When Emergency Button","緊急ボタンを除く","忽略紧急会议按钮","緊急會議中無法選擇","Игнорировать кнопку собраний","Ignorar Se Tiver Botão de Emergência",""
"WhenNonVote","When No Votes","無投票時","不投票相当于投给自己","沒有投票時","Когда никто не Голосовал","Quando Sem Votos",""
"Default","Default","デフォルト","默认随机算法","預設算法","По умолчанию","Padrão",""
"Suicide","Suicide","自殺","自杀","自殺","Суицид","Suicídio",""
"SelfVote","Self Vote","自投票","自票","投自己","Само Голос","Votar Em Si",""
"Skip","Skip","スキップ","跳过","跳過","Пропуск","Pular",""
"WhenTie","When Tied Vote","同数投票時","平票时","平票時","Когда ничья","Quando Empatar Votos",""
"TieMode.Default","Default","デフォルト","默认随机算法","預設算法","По умолчанию","Padrão",""
"TieMode.All","Eject All","全員追放","全体放逐","全員放逐","Изгнать всех","Exilar Todos",""
"TieMode.Random","Eject Random","ランダムに追放","随机放逐","隨機放逐","Изгнать случайно","Exilar Aleatório",""
"DisableDevices","Disable Devices","デバイスを無効化","禁用设备","禁用裝置","Отключить устройства","Desativar Dispositivos",""
"DisableSkeldDevices","Disable Skeld Devices","スケルドのデバイス無効化","禁用骷髅舰设备","禁用The Skeld中的設備","Отключить устройства на The Skeld","Desativar Dispositivos de Skeld",""
"DisableMiraHQDevices","Disable MiraHQ Device","ミラHQのデバイス無効化","禁用米拉总部设备","禁用Mira HQ中的設備","Отключить устройства на MIRA HQ","Desativar Dispositivos de MiraHQ",""
"DisablePolusDevices","Disable Polus Device","ポーラスのデバイス無効化","禁用波鲁斯设备","禁用Polus中的設備","Отключить устройства на Polus","Desativar Dispositivos de Polus",""
"DisableAirshipDevices","Disable Airship Device","エアシップのデバイス無効化","禁用飞艇设备","禁用The Airship中的設備","Отключить устройства на The Airship","Desativar Dispositivos de Airship",""
"DisableFungleDevices","Disable Fungle Devices","ファングルのデバイス無効化","禁用蘑菇岛设备","","Отключить устройства на The Fangle","",""
"DisableSkeldAdmin","Disable Admin","アドミン無効化","禁用管理室地图","禁用管理室地圖","Отключить стол администратора","Desativar Admin",""
"DisableMiraHQAdmin","Disable Admin","アドミン無効化","禁用管理室地图","禁用管理室地圖","Отключить стол администратора","Desativar Admin",""
"DisablePolusAdmin","Disable Admin","アドミン無効化","禁用管理室地图","禁用管理室地圖","Отключить стол администратора","",""
"DisableAirshipCockpitAdmin","Disable Cockpit Admin","アドミン無効化（コックピット）","禁用飞艇(驾驶舱)管理室地图","禁用The Airship(駕駛艙)的管理室地圖","Отключить стол администратора в ''Кабине''","Desativar Admin da Cabine",""
"DisableAirshipRecordsAdmin","Disable Records Admin","アドミン無効化（アーカイブ）","禁用飞艇(档案室)管理室地图","禁用The Airship(檔案室)的管理室地圖","Отключить стол администратора в ''Архиве''","Desativar Admin da Sala de Arquivos",""
"DisableSkeldCamera","Disable Camera","カメラ無効化","禁用监控","禁用飞艇监控设备","Отключить камеры","Desativar Câmeras",""
"DisablePolusCamera","Disable Camera","カメラ無効化","禁用监控","禁用飞艇监控设备","Отключить камеры","Desativar Câmeras",""
"DisableAirshipCamera","Disable Camera","カメラ無効化","禁用监控","禁用飞艇监控设备","Отключить камеры","Desativar Câmeras",""
"DisableMiraHQDoorLog","Disable DoorLog","ドアログ無効化","禁用米拉总部门禁记录","禁用米拉总部门禁日志","Отключить журналы","Desativar Portaria",""
"DisablePolusVital","Disable Vital","バイタル無効化","禁用生命监测装置","禁用飞艇生命监测装置","Отключить пульсы","Desativar Vitais",""
"DisableAirshipVital","Disable Vital","バイタル無効化","禁用生命监测装置","禁用飞艇生命监测装置","Отключить пульсы","Desativar Vitais",""
"DisableFungleVital","Disable Vital","バイタル無効化","禁用蘑菇岛生命监测装置","禁用飞艇生命监测装置","Отключить пульсы","",""
"IgnoreConditions","Ignore Conditions","除外条件","忽略条件","忽略條件","Игнорируют условия","Ignorar Condições",""
"IgnoreImpostors","Ignore Impostors","インポスターを除く","忽略内鬼","偽裝者陣營除外","Игнорируют Предатели","Ignorar Impostores",""
"IgnoreMadmates","Ignore Madmates","マッドメイト系を除く","忽略叛徒","叛徒職業除外","Игнорируют Безумцы","Ignorar Tripulantes Loucos",""
"IgnoreNeutrals","Ignore Neutrals","ニュートラルを除く","忽略独立阵营","中立陣營除外","Игнорируют Нейтралы","Ignorar Neutros",""
"IgnoreCrewmates","Ignore Crewmates","クルーを除く","忽略船员","船員陣營除外","Игнорируют Члены Экипажа","Ignorar Tripulantes",""
"IgnoreAfterAnyoneDied","Ignore After Anyone Has Died","死人が出た後を除く","忽略幽灵","當所有人都死亡時除外","Игнорируют умершие игроки","Ignorar Depois de Alguém Morrer",""
"LightsOutSpecialSettings","Fix Lights Special Settings","停電の特殊設定","停电特殊设定","關燈特殊設定","Специальные настройки при саботаже света","Configuração Especial de Consertar Luzes",""
"DisableAirshipViewingDeckLightsPanel","Disable Viewing Deck Lights Panel(Airship)","展望の配電盤を無効化（エアシップ）","禁用瞭望台配电箱(飞艇地图)","關閉觀景台的配電箱 (Airship)","Отключить починку света на ''Смотровой Палубе'' (Airship)","Desativar Painel de Luzes do Deck Panorâmico(Airship)",""
"DisableAirshipGapRoomLightsPanel","Disable Gap Room Lights Panel(Airship)","昇降機の配電盤を無効化（エアシップ）","禁用升降机配电箱(飞艇地图)","關閉間隙室右側的配電箱 (Airship)","Отключить починку света в ''Комнате Пролета'' (Airship)","Desativar Painel de Luzes da Sala Suspensa(Airship)",""
"DisableAirshipCargoLightsPanel","Disable Cargo Lights Panel(Airship)","貨物室の配電盤を無効化（エアシップ）","禁用货舱配电箱(飞艇地图)","關閉貨艙的配電箱 (Airship)","Отключить починку света в ''Грузовом Отсеке'' (Airship)","Desativar Painel de Luzes das Cargas(Airship)",""
"BlockDisturbancesToSwitches","Block Switches When They Are Up","配電盤妨害を無効化","禁用电力破坏","","Блокировать переключатели когда они подняты","Interruptores Sempre Ligados",""
"MapModification","Map Modifications","マップ改造","地图修改","","Модификации для карт","Modificações do Mapa",""
"DisableAirshipMovingPlatform","Disable Moving Platform(Airship)","昇降機のリフトを無効化(エアシップ)","禁用升降机(飞艇地图)","","Отключить движущуюся платформу (Airship)","Desativar Plataformas Voadoras(Airship)",""
"AirShipVariableElectrical","Variable Electrical(AirShip)","電気室の構造変化（エアシップ）","改变配电室构造(飞艇地图)","電力室構造變化 (Airship)","Двери в Электрощитовой меняются случайно (Airship)","Elétrica Varia(AirShip)",""
"ResetDoorsEveryTurns","Reset Doors After Meeting(Airship/Polus/Fungle)","会議後にドア状況をリセットする(エアシップ・ポーラス・ファングル)","每次会议后重置门的状态（飞艇/波鲁斯/蘑菇岛）","","Сбросить статус дверей после собраний","Redefinir Portas Após Reunião(Airship/Polus)",""
"DoorsResetMode","Reset Mode","リセットモード","重置门状态为","","Режим сброса дверей","Modo de Redefinição",""
"AllOpen","All Open","全て開放","全部开启","","Все Открыты","Todas Abertas",""
"AllClosed","All Closed","全て閉鎖","全部关闭","","Все Закрыты","Todas Fechadas",""
"RandomByDoor","Random By Door","ドアごとにランダム","随机开启或关闭","","Случайно для каждой двери","Aleatoriamente Por Porta",""
"DisableFungleSporeTrigger","Prevent Spores Trigger(Fungle)","きのこの胞子を無効化(ファングル)","禁用蘑菇混合（蘑菇岛地图）","","Отключить триггер спор (Fungle)","",""
"RandomSpawn","Random Spawn","ランダムスポーン","随机出生点","隨機出生點","Случайный спавн","Spawn Aleatório",""
"CommsCamouflage","Camouflage During Comms Sabotage","コミュサボ時のカモフラージュ","通信破坏时伪装","通訊破壞時所有玩家變成小灰人","Камуфляж при Саботаже Связи","Camuflagem Durante Comunicação",""
"EnableDebugMode","Enable Debug Mode","デバッグモードを有効化する","开启调试模式","啟用偵錯模式","Включить режим отладки","Ativar Modo de Depuração",""
"ChangeNameToRoleInfo","Show Role Descriptions to Unmodded Client","役職説明を非modクライアントにも表示する","对未安装本mod的玩家显示职业说明","對未安裝本模組的玩家顯示職業說明","Показать краткую информацию о роли в начале игры","Mostrar Descrição de Classe para Clientes Sem Mod",""
"RoleAssigningAlgorithm","Role Assigning Algorithm","役職割り当てのアルゴリズム","职业分配算法","職業分配算法","Алгоритм назначения Ролей","Algoritmo de Atribuição de Classes",""
"RoleAssigningAlgorithm.Default","Default","デフォルト","默认随机算法","預設算法","По умолчанию","Padrão",""
"RoleAssigningAlgorithm.NetRandom",".NET System.Random",".NET System.Random",".NET 系统随机算法","NET系統隨機算法","Случайный","Sistema Aleatório .NET",""
"RoleAssigningAlgorithm.HashRandom","HashRandom","HashRandom","哈希随机算法","Hash值隨機算法","HashRandom","",""
"RoleAssigningAlgorithm.Xorshift","Xorshift","Xorshift","Xorshift随机算法","Xorshift隨機算法","Xorshift","",""
"RoleAssigningAlgorithm.MersenneTwister","Mersenne Twister","Mersenne Twister","Mersenne Twister随机算法","Mersenne Twister隨機算法","MersenneTwister","",""
"ApplyDenyNameList","Apply DenyName List","DenyNameリストを適用する","启用违禁昵称名单","自動禁止具有不良名字的人加入","Применить файл запрещённых имён (DenyName)","Aplicar Lista de Nomes Proibidos (DenyName)",""
"KickPlayerFriendCodeNotExist","Kick Players Whose Friend Code Does Not Exist","フレンドコードが存在しないプレイヤーをキックする","踢出好友编号无效的玩家","將沒有好友代碼的玩家自動踢出","Кикнуть игроков у которых нет Кода Друга","Expulsar Jogadores Sem Código de Amigo",""
"ApplyBanList","Apply BanList","BANリストを適用する","启用封禁名单","啟用封禁名單","Применить файл с забаненными игроками (BanList)","Aplicar Lista de Banimentos (BanList)",""
"FixSpawnPacketSize","(Experimental) Only if disconnection occurs with above 8 people.","(試験的機能) 8人以上で切断が発生する場合のみオン"

"## モード説明"
"HideAndSeekInfo","Hide and Seek:\nNo emergency meetings. Crewmates (Blue) can only win by finishing tasks\nand impostors (Red) can only win by killing all crewmates.","かくれんぼ:\n会議を開くことはできず、クルーはタスク完了、インポスターは全クルー殺害でのみ勝利することができる。\nインポスターは赤、クルーは青に体の色が変更される。","躲猫猫:\n不能开会；船员只能通过完成任务获得胜利；\n内鬼需要杀死所有船员来获得胜利；\n内鬼的皮肤颜色将变为红色，船员变为蓝色，以示区分。","躲貓貓:\n不能拍桌或舉報，船員只能做任務\n偽裝者的勝利條件為殺光所有船員\n狼人的顏色會轉變為紅色，船員則會變為藍色。","Прятки:\nНикто не может созвать срочное собрание, Члены Экипажа могут победить, только выполняя задания. \nПредатели меняют цвет тела на красный, а экипажи на синий.","Esconde-Esconde:\nNão há reuniões de emergência. Tripulantes (Azul) podem ganhar apenas ao completar todas as tarefas,\ne Impostores (Vermelho) ganham apenas quando matarem todos os tripulantes.",""
"StandardHASInfo","Hide and Seek with Roles:\nNo emergency meetings. Crewmates can only win by finishing tasks and impostors can only win by killing all crewmates.","役職入りでかくれんぼ:\n会議を開くことはできず、クルーはタスク完了、インポスターは全クルー殺害でのみ勝利することができる。","躲猫猫（模组）:\n没有会议阶段；船员只能完成任务；\n内鬼需要杀死所有船员来获得胜利。","躲貓貓(附加普通模式職業):\n不能拍桌或舉報，船員只能做任務\n偽裝者的勝利條件為殺光所有船員\n偽裝者的顏色會轉變為紅色，船員則會變為藍色。","Прятки с Ролями:\nНикто не может созвать срочное собрание, Члены Экипажа могут победить, только выполнив задания, А Предатели могут победить, только убив всех Членов Экипажа.","Esconde-Esconde com Classes:\nNão há reuniões de emergência. Tripulantes podem ganhar apenas ao completar todas as tarefas, e Impostores ganham apenas quando matarem todos os tripulantes.",""
"NoGameEndInfo","No Game End:\nA mode for debugging with no victory. The only way to end the game is to have the host SHIFT+L+ENTER.","ゲームを終了しない:\n勝利判定が存在しないデバッグ用のモード。ホストのSHIFT+L+ENTER以外でのゲーム終了ができない。","测试模式:\n本模式用于进行测试。本模式没有游戏结束判定，房主按下shift+L+enter可以结束游戏。","遊戲不會結束模式:\n該模式僅限用來測試,這裡沒有勝利條件\n該模式無法通過正常勝利條件結束,僅能讓房主使用SHIFT+L+ENTER或指令/dis來結束遊戲。","Игра Не Закаончится:\nРежим отладки, в котором нет основы для выигрыша.\nИгра не может быть завершена, если Хосту не использует команду в лобби SHIFT+L+ENTER.","Jogo Sem Fim:\nUm modo para testes, sem vitória. A única forma de finalizar o jogo é o anfitrião usar SHIFT+L+ENTER.",""
"SyncButtonModeInfo","Sync Button Mode:\nA mode where all players share the total buttons available.","ボタン回数同期モード:\nプレイヤー全員のボタン回数が同期されているモード。(設定有)","所有船员共享会议次数:\n游戏中存在全员共有的最大紧急会议次数。(可以进行设置)","全場拍桌數同步模式:\n該模式會讓全場玩家的拍桌數同步。(可以設定拍桌數)","Синхронизация Кнопки:\nЭтот режим ограничивает максимальное количество срочных собраний, которые можно созвать в целом. (в настройках)","Modo de Botão Sincronizado:\nUm modo em que os jogadores dividem o número total de botões disponíveis. (configurável)",""
"SabotageTimeControlInfo","Sabotage Duration Control:\nCan alter the duration of certain sabotages.","サボタージュの時間制御:\n一部サボタージュの制限時間を変更することができる。(設定有)","破坏调整:\n可以调整一部分破坏的限制时间。(可以进行设置)","控制緊急任務時間:\n該模式可以讓某些地圖的破壞時間重新設定。 (可以設定)","Изменить Время Саботажа:\nВозможность изменить время саботажа реактора. (в настройках)","Controle de Duração da Sabotagem:\nPode alterar a duração de algumas sabotagens. (configurável)",""
"RandomMapsModeInfo","Random Maps Mode:\nA mode in which the map changes randomly.","ランダムマップモード:\nランダムにマップが変わるモード。(設定有)","随机地图:\n随机选择地图游玩的模式。(可以进行设置)","隨機地圖模式:\n該模式會隨機挑選地圖。 (可以設定)","Случайная Карта:\nРежим в котором карты случайным образом меняются в каждой игре. (в настройках)","Modo de Mapas Aleatórios:\nUm modo em que o mapa muda aleatoriamente a cada partida. (configurável)",""
"DisableDevicesInfo","DisableDevices:\nVarious devices can be disabled.","デバイスを無効化:\n各種機器を無効化することができる。","禁用设备:\n可以禁用各种设备。","禁用設備:\n可以禁用各種設備。","Отключенные Устройства:\nРазличные устройства могут быть отключены","Desativar Dispositivos:\nDiversos dispositivos podem ser desativados.",""

"## 詳細設定"
"Cooldown","Cooldown","クールダウン","冷却时间","冷卻時間","Откат","Tempo de Recarga",""
"KillCooldown","Kill Cooldown","キルクール","击杀冷却时间","殺人冷卻時間","Откат убийства","Tempo de Recarga (abate)",""
"CanVent","Can Vent","ベントを使える","可以使用通风管道","可以使用通風口","Может использовать Вентиляцию","Pode Usar Dutos",""
"ImpostorVision","Impostor Vision","インポスター視界","拥有内鬼视野","擁有偽裝者的視野","Имеет дальность Обзора Предателя","Visão (Impostor)",""
"CanUseSabotage","Can Sabotage","サボタージュを使用できる","可以破坏","可以破壞","Может использовать Саботаж","Pode Sabotar",""
"CanCreateMadmate","Can Make SideKick Madmate","マッドメイトを指名できる","可以指名叛徒","可以招募叛徒","Он может назначить Безумцев","Pode Criar Tripulante Louco Ajudante",""

"AssignMode","Assign Algorithm Mode","アサインモード","分配算法","","Алгоритм назначения","Atribuir Modo do Algorítimo",""
"AssignAlgorithm.Fixed","Fixed","固定","固定","","Фиксированный","Fixo",""
"AssignAlgorithm.Random","Random","ランダム","随机","","Случайный","Aleatório",""
"RoleTypeMin","Minimum %roleType% Roles","%roleType%役職の最小人数","%roleType%职业的最小人数","","Минимум ролей для %roleType% ","Mínimo de Classes %roleType%",""
"RoleTypeMax","Maximum %roleType% Roles","%roleType%役職の最大人数","%roleType%职业的最大人数","","Максимум ролей для %roleType%","Máximo de Classes %roleType%",""
"%roleTypes%Maximum","Max Players In %roleTypes%","%roleTypes%の最大アサイン数","%roleTypes%最大玩家数","","Максимум для %roleTypes%","Máximo de Jogadores em %roleTypes%",""
"FixedRole","Fixed Role","役職を固定","固定职业","","Фиксированная Роль","Classe Fixa",""
"Role","Roles","役職","职业","職業","Роли","Classes",""

"BountyTargetChangeTime","Time Until Target Swaps","ターゲット変更時間","赏金目标切换时间","賞金目標切換時間","Время смены цели","Tempo Para Troca de Alvos",""
"BountySuccessKillCooldown","Kill Cooldown After Killing Bounty","ターゲット殺害時のキルクール","赏金猎人击杀赏金目标的奖励冷却时间","賞金獵人殺死賞金目標冷卻","Перезарядка после убийства цели","Tempo de Recarga ao Matar Alvo",""
"BountyFailureKillCooldown","Kill Cooldown After Killing Others","ターゲット以外殺害時のキルクール","赏金猎人击杀赏金目标以外玩家的惩罚冷却时间","賞金獵人殺死非賞金目標冷卻","Перезарядка после обычного Убийства","Tempo de Recarga ao Matar Outros",""
"BountyShowTargetArrow","Show Arrow Pointing To Target","ターゲットへの矢印を表示する","赏金猎人的目标以箭头显示位置","賞金獵人獲得指向目標的箭頭","Показывать стрелку указывающую на Цель","Mostrar Seta Apontando ao Alvo",""
"DefaultShapeshiftCooldown","Default Shapeshift Cooldown","デフォルトの変身クールダウン","默认变形冷却时间","預設變身時間","Обычная перезарядка Оборотня","Tempo de Recarga Padrão (Mutar)",""
"VampireKillDelay","Kill Delay","殺害までの時間(秒)","吸血目标延迟死亡时间","殺人延遲","Длительность укуса(Секунды)","Atraso do Abate (S)",""
"MareAddSpeedInLightsOut","Add Mare Speed With Lights Out","停電時のメアーの加速値","梦魇熄灯时的额外速度","關燈時黑暗博士的額外速度","Добавить скорость Ночному при саботаже света","Velocidade Adicional do Mare em Apagão",""
"MareKillCooldownInLightsOut","Kill Cooldown During Fix Lights","停電時のメアーのキルクール","梦魇熄灯时的击杀冷却","關燈時黑暗博士的殺人冷卻","Откат убийства Ночного при Саботаже Света","Tempo de Recarga (abate) Durante Apagão",""
"SabotageMasterSkillLimit","Ability Use Count(Excluding Doors)","修理能力を使用できる回数(ﾄﾞｱ閉鎖は除く)","修理大师修理破坏的最大次数","修理工修理破壞次數上限","Лимит способности (Кроме открытия дверей)","Máximo de Usos da Habilidade (Menos Portas)",""
"CanMakeMadmateCount","Sidekick Madmate Max Count","サイドキックマッドメイト(人)","变形者可以招募叛徒的数量","變形者招募叛徒最大人數","Максимум союзников Безумца","Máximo de Tripulantes Loucos Ajudantes",""
"MadSnitchTasks","Mad Snitch Tasks","マッドスニッチのタスク数","背叛的告密者任务数","背叛告密者任務數量","Задания Безумного Стукача","Tarefas do Dedo-Duro Louco",""
"MadSnitchCanAlsoBeExposedToImpostor","Known to Impostors","インポスターからも視認できる","对内鬼同样可见","對偽裝者同樣可見","Также не защищен от Предателей","Visível Para Impostor",""
"MadSnitchTaskTrigger","Tasks Until Boost Activated","効果を発動するタスク数","发动技能所需完成任务数量","效果發動所需任務數","Задачи повышающие скорость","Tarefas Para Ativar Impulso",""
"MadGuardianCanSeeWhoTriedToKill","Can See Attempted Murderer","自身の殺害未遂者を知ることができる","背叛的守卫可以得知尝试对其击杀的玩家","背叛天使可以看到是誰嘗試殺害自己","Может видеть кто пытался его убить","Pode Ver Quem Tentou Matar",""
"MadmateCanFixLightsOut","Mad Roles Can Fix Lights","マッドメイト系役職が停電を直せる","叛徒系职业可以修理照明破坏","叛徒職業的玩家可以修理電燈","Безумцы могут чинить Свет","Loucos Podem Consertar Luzes",""
"MadmateCanFixComms","Mad Roles Can Fix Comms","マッドメイト系役職が通信障害を直せる","叛徒系职业可以修理通讯","叛徒職業的玩家可以修理通訊","Безумцы могут чинить Связь","Loucos Podem Consertar Comunicações",""
"MadmateHasImpostorVision","Mad Roles Have Impostor Vision","マッドメイト系役職がインポスター視界を持つ","叛徒系职业拥有内鬼视野","叛徒職業的玩家有跟偽裝者一樣的視野","Безумцы имеют дальность Обзора Предателя","Loucos Têm Visão de Impostor",""
"MadmateCanSeeKillFlash","Mad Roles Can See ''Kill Flash''","マッドメイト系役職にキルフラッシュが見える","叛徒系职业可以看到击杀闪光","叛徒職業的玩家可以看到殺人閃光","Безумцы могут видеть Вспышку Убийства","Loucos Podem Ver ""Clarão de Abate""",""
"MadmateCanSeeOtherVotes","Mad Roles Can See Votes","マッドメイト系役職に他人の投票先が分かる","叛徒系职业可以看到其他人所投的票","叛徒可以看到所有人的投票","Безумцы могут видеть цвета Голосов","Loucos Podem Ver Votos",""
"MadmateCanSeeDeathReason","Mad Roles Can See Cause Of Death","マッドメイト系役職に死因が分かる","叛徒系职业可以看见死因","叛徒職業的玩家可以看到死因","Безумцы могут видеть Причины Смерти","Loucos Podem Ver Causa da Morte",""
"MadmateExileCrewmate","Madmates Revenge A Crewmate When Exiled","マッドメイト系役職が追放時クルーを道連れにする","叛徒系职业在被放逐时复仇, 带走一名船员垫背","叛徒被丟出時會隨機拖一個船員一起下水","Безумцы сохраняют команду при изгнании","Loucos Vingam um Tripulante Quando Exilados",""
"MadmateVentCooldown","Mad Roles Vent Cooldown","マッドメイト系役職のベントクールダウン","叛徒系职业跳管道冷却时间","叛徒職業的玩家跳管道冷卻","Откат вентиляции Безумцев","Tempo de Recarga de Dutos dos Loucos",""
"MadmateVentMaxTime","Mad Roles Max Vent Duration","マッドメイト系役職のベント内での最大時間","叛徒系职业在管道中停留的最大时间","叛徒職業的玩家在管道中可以停留的最大時間","Время использования вентиляции Безумцев","Tempo Máximo de Loucos nos Dutos",""
"LighterMaxVision","Max Vision","最大視界","完成任务后的视野","做完任務的視野","Дальность обзора","Aumento de Visão",""
"LighterTaskCompletedDisableLightOut","Ignore Fix Lights Effect","タスク完了時に停電を無効にする","完成任务的执灯人不受熄灯影响","完成任務的小燈人視野不受關燈影響","Имеет дальность Обзора Предателя","Ignorar Efeitos do Apagão",""
"LighterTriggerType","Ability Activation Condition","能力発動条件","技能发动条件","","Условие активации способности","Condição de Ativação da Habilidade",""
"LighterTaskTrigger","Tasks Until Boost Activated","効果を発動するタスク数","发动技能所需完成任务数量","效果發動所需任務數","Задачи повышающие скорость","Tarefas Para Ativar Impulso",""
"SabotageMasterFixesDoors","Can Open Multiple Doors","1度に複数のﾄﾞｱを開けられる","修理大师打开多扇关闭的门","修理工可以一次性修理多扇門","Может открыть все двери","Pode Abrir Múltiplas Portas",""
"SabotageMasterFixesReactors","Can Fix Both Reactors","リアクターに対して能力を使える","修理大师可以一人修理核反应堆","修理工可以獨自修理兩邊的反應堆","Может починить саботаж Реактора","Pode Consertar Reatores",""
"SabotageMasterFixesOxygens","Can Fix Both O2","酸素妨害に対して能力を使える","修理大师修理氧气破坏时另一边的氧气设备将会被同时修理","修理工可以獨自修理兩邊的氧氣","Может починить саботаж O2","Pode Consertar Ambos O2",""
"SabotageMasterFixesCommunications","Can Fix Both Comms In MIRA HQ","MIRA HQの通信妨害に対して能力を使える","修理大师在米拉总部地图修理通信破坏时另一边的通信破坏同时被修理","修理工可以獨自修理兩邊的通訊(Mira HQ)","Может починить саботаж Связи на MiraHQ","Pode Concertar Ambas Comunicações (Mira HQ)",""
"SabotageMasterFixesElectrical","Can Fix Lights With One Switch","停電に対して能力を使える","修理大师按一个按钮就可以修复照明破坏","修理工可以快速完成修理電燈","Может починить саботаж Света одним кликом","Pode Consertar Luzes Com um Botão",""
"SheriffCanKill%role%","Can Kill %role%","%role%をキルできる","警长可以执法%role%","警長可以槍死%role%","Может убить %role%","Pode Matar %role%",""
"SheriffCanKillNeutrals","Can Kill Neutrals","ニュートラルをキルできる","警长可以执法独立阵营","警長可以槍死中立","Может убить Нейтралов","Pode Matar Neutros",""
"SheriffCanKillAll","<color=#4cb3fe>All ON</color>","<color=#4cb3fe>全てオン</color>","<color=#4cb3fe>全开</color>","<color=#4cb3fe>全開</color>","<color=#4cb3fe>Все ВКЛ</color>","<color=#4cb3fe>Todos Ligados</color>",""
"SheriffCanKillSeparately","Individual Settings","個別に設定","个别设定","個別設定","Выбрать кого","Configuração Individual",""
"In%team%","(Team %team%)","(%team%陣営)","(%team%阵营)","(%team%陣營)","(Команда %team%)","(Time %team%)",""
"SheriffMisfireKillsTarget","Misfire Kills Target","誤爆時、ターゲットも死ぬ","警长误杀好人会同时击杀目标","警長誤殺好人會同時擊殺目標","Шериф убивает цель вместе с собой","Pode Matar Alvo Incorreto",""
"SheriffShotLimit","Ammo","キル可能回数","最大执法次数","最大子彈數量","Количество выстрелов","Balas",""
"SheriffCanKillAllAlive","Can Kill When No One Is Dead","全員生存時にキルできる","全员存活时可以执法","全員存活時可以執法","Может убивать когда никто не умер","Pode Matar Com Todos Vivos",""
"DoctorTaskCompletedBatteryCharge","Battery Duration","充電持続時間","医生每次完成任务增加的设备充能数","醫生完成任務充電秒數","Длительность батарейки","Duração da Bateria",""
"SnitchEnableTargetArrow","Can See Arrow To Target","ターゲットを示す矢印が見える","告密者完成任务后可以通过箭头确认所有被发现目标","告密者完成任務後可以看到指向目標的箭頭","Может видеть стрелку цели","Pode Ver Seta Para o Alvo",""
"SnitchCanGetArrowColor","Can See Target Team Colored Arrow","矢印の色で陣営がわかる","对不同阵营的目标以不同颜色的箭头表示","對不同陣營的目標使用不同顏色的箭頭標示","Может видеть цвета стрелок","Pode Ver Seta Colorida Para Time Alvo",""
"SnitchCanFindNeutralKiller","Can Find Neutral Killers","ニュートラルのキル可能役職を見つけることが出来る","告密者也可以和拥有击杀能力的独立阵营玩家互相发现","告密者也可以和中立陣營帶刀職業互認","Может видеть Нейтральных Убийц","Pode Achar Assassinos Neutros",""
"SnitchRemainingTaskFound","Remaining tasks to be found","敵陣営に見つかるタスク残量","剩余任务数对敌对阵营可见","帶刀職業可見告密者剩餘任務數","Оставшиеся задания при которых он будет виден","Tarefas restantes para encontrar",""
"SpeedBoosterUpSpeed","Random Player's Speed Boost","加速値","增速者加速时的移动速度","被加速器加速的玩家的移動速度","Повысить скорость игрока на","Impulso de Velocidade",""
"SpeedBoosterTaskTrigger","Tasks Until Boost Activated","効果を発動するタスク数","加速所需任务数","效果發動所需任務數","Задачи повышающие скорость","Tarefas Para Ativar Impulso",""
"MayorAdditionalVote","Additional Votes Count","追加投票の個数","附加票数","附加票數","Дополнительные голоса","Votos Adicionais",""
"MayorHasPortableButton","Mayor Has Mobile Emergency Button","ポータブルボタンを持っている","市长跳通风管触发紧急会议","可以隨時拍桌","У Мэра есть портативная Кнопка","Botão Móvel de Emergência",""
"MayorNumOfUseButton","Number Of Mobile Emergency Button","ポータブルボタンの使用可能回数","市长紧急会议最大次数","隨時拍桌最大次數","Количество портативных Кнопок","Número de Botões de Emergência",""
